name,site_type,link,unique_id,gallery_url,picture_url
Robben Island,cultural,https://whc.unesco.org/en/list/916,916,https://whc.unesco.org/en/list/916/gallery,https://whc.unesco.org/uploads/thumbs/site_0916_0001-1200-630-20151105152904.jpg
Maloti-Drakensberg Park,mixed,https://whc.unesco.org/en/list/985,985,https://whc.unesco.org/en/list/985/gallery,https://whc.unesco.org/uploads/thumbs/site_0985_0001-1200-630-20130622141940.jpg
Mapungubwe Cultural Landscape,cultural,https://whc.unesco.org/en/list/1099,1099,https://whc.unesco.org/en/list/1099/gallery,https://whc.unesco.org/uploads/thumbs/site_1099_0001-1200-630-20151105152840.jpg
Cape Floral Region Protected Areas,natural,https://whc.unesco.org/en/list/1007,1007,https://whc.unesco.org/en/list/1007/gallery,https://whc.unesco.org/uploads/thumbs/site_1007_0022-1200-630-20151105153805.jpg
Vredefort Dome,natural,https://whc.unesco.org/en/list/1162,1162,https://whc.unesco.org/en/list/1162/gallery,https://whc.unesco.org/uploads/thumbs/site_1162_0001-1200-630-20151105152919.jpg
Richtersveld Cultural and Botanical Landscape,cultural,https://whc.unesco.org/en/list/1265,1265,https://whc.unesco.org/en/list/1265/gallery,https://whc.unesco.org/uploads/thumbs/site_1265_0002-1200-630-20121121151056.jpg
ǂKhomani Cultural Landscape,cultural,https://whc.unesco.org/en/list/1545,1545,https://whc.unesco.org/en/list/1545/gallery,https://whc.unesco.org/uploads/thumbs/site_1545_0002-1200-630-20230125133205.jpg
Barberton Makhonjwa Mountains,natural,https://whc.unesco.org/en/list/1575,1575,https://whc.unesco.org/en/list/1575/gallery,https://whc.unesco.org/uploads/thumbs/site_1575_0005-1200-630-20220307094533.jpg
"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",cultural,https://whc.unesco.org/en/list/1676,1676,https://whc.unesco.org/en/list/1676/gallery,https://whc.unesco.org/uploads/thumbs/site_1676_0012-1200-630-20240603101737.jpg
The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,cultural,https://whc.unesco.org/en/list/1723,1723,https://whc.unesco.org/en/list/1723/gallery,https://whc.unesco.org/uploads/thumbs/site_1723_0001-1200-630-20230302163437.jpg
"Alhambra, Generalife and Albayzín, Granada",cultural,https://whc.unesco.org/en/list/314,314,https://whc.unesco.org/en/list/314/gallery,https://whc.unesco.org/uploads/thumbs/site_0314_0022-1200-630-20151105153009.jpg
Burgos Cathedral,cultural,https://whc.unesco.org/en/list/316,316,https://whc.unesco.org/en/list/316/gallery,https://whc.unesco.org/uploads/thumbs/site_0316_0011-1200-630-20151105153056.jpg
Historic Centre of Cordoba,cultural,https://whc.unesco.org/en/list/313,313,https://whc.unesco.org/en/list/313/gallery,https://whc.unesco.org/uploads/thumbs/site_0313_0001-1200-630-20251006095910.jpg
"Monastery and Site of the Escurial, Madrid",cultural,https://whc.unesco.org/en/list/318,318,https://whc.unesco.org/en/list/318/gallery,https://whc.unesco.org/uploads/thumbs/site_0318_0001-1200-630-20151104155711.jpg
Works of Antoni Gaudí,cultural,https://whc.unesco.org/en/list/320,320,https://whc.unesco.org/en/list/320/gallery,https://whc.unesco.org/uploads/thumbs/site_0320_0001-1200-630-20250108125021.jpg
Cave of Altamira and Paleolithic Cave Art of Northern Spain,cultural,https://whc.unesco.org/en/list/310,310,https://whc.unesco.org/en/list/310/gallery,https://whc.unesco.org/uploads/thumbs/site_0310_0001-1200-630-20090924132936.jpg
Monuments of Oviedo and the Kingdom of the Asturias,cultural,https://whc.unesco.org/en/list/312,312,https://whc.unesco.org/en/list/312/gallery,https://whc.unesco.org/uploads/thumbs/site_0312_0001-1200-630-20090924133410.jpg
Old Town of Ávila with its Extra-Muros Churches,cultural,https://whc.unesco.org/en/list/348,348,https://whc.unesco.org/en/list/348/gallery,https://whc.unesco.org/uploads/thumbs/site_0348_0001-1200-630-20151104155737.jpg
Old Town of Segovia and its Aqueduct,cultural,https://whc.unesco.org/en/list/311,311,https://whc.unesco.org/en/list/311/gallery,https://whc.unesco.org/uploads/thumbs/site_0311_0001-1200-630-20090708013648.jpg
Santiago de Compostela (Old Town),cultural,https://whc.unesco.org/en/list/347,347,https://whc.unesco.org/en/list/347/gallery,https://whc.unesco.org/uploads/thumbs/site_0347_0006-1200-630-20130221170250.jpg
Garajonay National Park,natural,https://whc.unesco.org/en/list/380,380,https://whc.unesco.org/en/list/380/gallery,https://whc.unesco.org/uploads/thumbs/site_0380_0001-1200-630-20090928120959.jpg
Historic City of Toledo,cultural,https://whc.unesco.org/en/list/379,379,https://whc.unesco.org/en/list/379/gallery,https://whc.unesco.org/uploads/thumbs/site_0379_0038-1200-630-20231002171105.jpg
Mudejar Architecture of Aragon,cultural,https://whc.unesco.org/en/list/378,378,https://whc.unesco.org/en/list/378/gallery,https://whc.unesco.org/uploads/thumbs/site_0378_0014-1200-630-20240118091657.jpg
Old Town of Cáceres,cultural,https://whc.unesco.org/en/list/384,384,https://whc.unesco.org/en/list/384/gallery,https://whc.unesco.org/uploads/thumbs/site_0384_0001-1200-630-20090924134346.jpg
"Cathedral, Alcázar and Archivo de Indias in Seville",cultural,https://whc.unesco.org/en/list/383,383,https://whc.unesco.org/en/list/383/gallery,https://whc.unesco.org/uploads/thumbs/site_0383_0075-1200-630-20251006100515.jpg
Old City of Salamanca,cultural,https://whc.unesco.org/en/list/381,381,https://whc.unesco.org/en/list/381/gallery,https://whc.unesco.org/uploads/thumbs/site_0381_0001-1200-630-20151104131823.jpg
Poblet Monastery,cultural,https://whc.unesco.org/en/list/518,518,https://whc.unesco.org/en/list/518/gallery,https://whc.unesco.org/uploads/thumbs/site_0518_0001-1200-630-20090924134955.jpg
Archaeological Ensemble of Mérida,cultural,https://whc.unesco.org/en/list/664,664,https://whc.unesco.org/en/list/664/gallery,https://whc.unesco.org/uploads/thumbs/site_0664_0001-1200-630-20090924135503.jpg
Routes of Santiago de Compostela:Camino Francésand Routes of Northern Spain,cultural,https://whc.unesco.org/en/list/669,669,https://whc.unesco.org/en/list/669/gallery,https://whc.unesco.org/uploads/thumbs/site_0669_0003-1200-630-20150609181457.jpg
Royal Monastery of Santa María de Guadalupe,cultural,https://whc.unesco.org/en/list/665,665,https://whc.unesco.org/en/list/665/gallery,https://whc.unesco.org/uploads/thumbs/site_0665_0009-1200-630-20131202173050.jpg
Doñana National Park,natural,https://whc.unesco.org/en/list/685,685,https://whc.unesco.org/en/list/685/gallery,https://whc.unesco.org/uploads/thumbs/site_0685_0047-1200-630-20251007172520.jpg
Historic Walled Town of Cuenca,cultural,https://whc.unesco.org/en/list/781,781,https://whc.unesco.org/en/list/781/gallery,https://whc.unesco.org/uploads/thumbs/site_0781_0008-1200-630-20240613122206.jpg
La Lonja de la Seda de Valencia,cultural,https://whc.unesco.org/en/list/782,782,https://whc.unesco.org/en/list/782/gallery,https://whc.unesco.org/uploads/thumbs/site_0782_0021-1200-630-20180122100444.jpg
Las Médulas,cultural,https://whc.unesco.org/en/list/803,803,https://whc.unesco.org/en/list/803/gallery,https://whc.unesco.org/uploads/thumbs/site_0803_0001-1200-630-20090924140344.jpg
"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",cultural,https://whc.unesco.org/en/list/804,804,https://whc.unesco.org/en/list/804/gallery,https://whc.unesco.org/uploads/thumbs/site_0804_0001-1200-630-20250108124909.jpg
Pyrénées - Mont Perdu,mixed,https://whc.unesco.org/en/list/773,773,https://whc.unesco.org/en/list/773/gallery,https://whc.unesco.org/uploads/thumbs/site_0773_0001-1200-630-20151105095457.jpg
San Millán Yuso and Suso Monasteries,cultural,https://whc.unesco.org/en/list/805,805,https://whc.unesco.org/en/list/805/gallery,https://whc.unesco.org/uploads/thumbs/site_0805_0001-1200-630-20090924140554.jpg
Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,cultural,https://whc.unesco.org/en/list/866,866,https://whc.unesco.org/en/list/866/gallery,https://whc.unesco.org/uploads/thumbs/site_0866_0001-1200-630-20151105152226.jpg
Rock Art of the Mediterranean Basin on the Iberian Peninsula,cultural,https://whc.unesco.org/en/list/874,874,https://whc.unesco.org/en/list/874/gallery,https://whc.unesco.org/uploads/thumbs/site_0874_0001-1200-630-20090929163926.jpg
University and Historic Precinct of Alcalá de Henares,cultural,https://whc.unesco.org/en/list/876,876,https://whc.unesco.org/en/list/876/gallery,https://whc.unesco.org/uploads/thumbs/site_0876_0001-1200-630-20151105153314.jpg
"Ibiza, Biodiversity and Culture",mixed,https://whc.unesco.org/en/list/417,417,https://whc.unesco.org/en/list/417/gallery,https://whc.unesco.org/uploads/thumbs/site_0417_0001-1200-630-20251002110326.jpg
San Cristóbal de La Laguna,cultural,https://whc.unesco.org/en/list/929,929,https://whc.unesco.org/en/list/929/gallery,https://whc.unesco.org/uploads/thumbs/site_0929_0001-1200-630-20090928122255.jpg
Archaeological Ensemble of Tarraco,cultural,https://whc.unesco.org/en/list/875,875,https://whc.unesco.org/en/list/875/gallery,https://whc.unesco.org/uploads/thumbs/site_0875_0009-1200-630-20230224104030.jpg
Archaeological Site of Atapuerca,cultural,https://whc.unesco.org/en/list/989,989,https://whc.unesco.org/en/list/989/gallery,https://whc.unesco.org/uploads/thumbs/site_0989_0013-1200-630-20151105153023.jpg
Catalan Romanesque Churches of the Vall de Boí,cultural,https://whc.unesco.org/en/list/988,988,https://whc.unesco.org/en/list/988/gallery,https://whc.unesco.org/uploads/thumbs/site_0988_0001-1200-630-20090924141127.jpg
Palmeral of Elche,cultural,https://whc.unesco.org/en/list/930,930,https://whc.unesco.org/en/list/930/gallery,https://whc.unesco.org/uploads/thumbs/site_0930_0031-1200-630-20200129150935.jpg
Roman Walls of Lugo,cultural,https://whc.unesco.org/en/list/987,987,https://whc.unesco.org/en/list/987/gallery,https://whc.unesco.org/uploads/thumbs/site_0987_0001-1200-630-20151105153809.jpg
Aranjuez Cultural Landscape,cultural,https://whc.unesco.org/en/list/1044,1044,https://whc.unesco.org/en/list/1044/gallery,https://whc.unesco.org/uploads/thumbs/site_1044_0001-1200-630-20090924141547.jpg
Renaissance Monumental Ensembles of Úbeda and Baeza,cultural,https://whc.unesco.org/en/list/522,522,https://whc.unesco.org/en/list/522/gallery,https://whc.unesco.org/uploads/thumbs/site_0522_0001-1200-630-20090928144407.jpg
Vizcaya Bridge,cultural,https://whc.unesco.org/en/list/1217,1217,https://whc.unesco.org/en/list/1217/gallery,https://whc.unesco.org/uploads/thumbs/site_1217_0001-1200-630-20091028121453.jpg
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,natural,https://whc.unesco.org/en/list/1133,1133,https://whc.unesco.org/en/list/1133/gallery,https://whc.unesco.org/uploads/thumbs/site_1133_0076-1200-630-20251103122935.jpg
Teide National Park,natural,https://whc.unesco.org/en/list/1258,1258,https://whc.unesco.org/en/list/1258/gallery,https://whc.unesco.org/uploads/thumbs/site_1258_0001-1200-630-20070705132501.jpg
Tower of Hercules,cultural,https://whc.unesco.org/en/list/1312,1312,https://whc.unesco.org/en/list/1312/gallery,https://whc.unesco.org/uploads/thumbs/site_1312_0002-1200-630-20230116173205.jpg
Cultural Landscape of the Serra de Tramuntana,cultural,https://whc.unesco.org/en/list/1371,1371,https://whc.unesco.org/en/list/1371/gallery,https://whc.unesco.org/uploads/thumbs/site_1371_0002-1200-630-20231020113035.jpg
Heritage of Mercury. Almadén and Idrija,cultural,https://whc.unesco.org/en/list/1313,1313,https://whc.unesco.org/en/list/1313/gallery,https://whc.unesco.org/uploads/thumbs/site_1313_0015-1200-630-20221003102637.jpg
Antequera Dolmens Site,cultural,https://whc.unesco.org/en/list/1501,1501,https://whc.unesco.org/en/list/1501/gallery,https://whc.unesco.org/uploads/thumbs/site_1501_0001-1200-630-20160616153829.jpg
Caliphate City of Medina Azahara,cultural,https://whc.unesco.org/en/list/1560,1560,https://whc.unesco.org/en/list/1560/gallery,https://whc.unesco.org/uploads/thumbs/site_1560_0013-1200-630-20180220102226.jpg
Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,cultural,https://whc.unesco.org/en/list/1578,1578,https://whc.unesco.org/en/list/1578/gallery,https://whc.unesco.org/uploads/thumbs/site_1578_0004-1200-630-20180227155214.jpg
"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences",cultural,https://whc.unesco.org/en/list/1618,1618,https://whc.unesco.org/en/list/1618/gallery,https://whc.unesco.org/uploads/thumbs/site_1618_0006-1200-630-20190327174327.jpg
Talayotic Menorca,cultural,https://whc.unesco.org/en/list/1528,1528,https://whc.unesco.org/en/list/1528/gallery,https://whc.unesco.org/uploads/thumbs/site_1528_0046-1200-630-20231020130055.jpg
Ancient City of Polonnaruwa,cultural,https://whc.unesco.org/en/list/201,201,https://whc.unesco.org/en/list/201/gallery,https://whc.unesco.org/uploads/thumbs/site_0201_0001-1200-630-20151105153342.jpg
Ancient City of Sigiriya,cultural,https://whc.unesco.org/en/list/202,202,https://whc.unesco.org/en/list/202/gallery,https://whc.unesco.org/uploads/thumbs/site_0202_0010-1200-630-20151105161025.jpg
Sacred City of Anuradhapura,cultural,https://whc.unesco.org/en/list/200,200,https://whc.unesco.org/en/list/200/gallery,https://whc.unesco.org/uploads/thumbs/site_0200_0001-1200-630-20150608110546.jpg
Old Town of Galle and its Fortifications,cultural,https://whc.unesco.org/en/list/451,451,https://whc.unesco.org/en/list/451/gallery,https://whc.unesco.org/uploads/thumbs/site_0451_0002-1200-630-20121126121219.jpg
Sacred City of Kandy,cultural,https://whc.unesco.org/en/list/450,450,https://whc.unesco.org/en/list/450/gallery,https://whc.unesco.org/uploads/thumbs/site_0450_0020-1200-630-20151105154018.jpg
Sinharaja Forest Reserve,natural,https://whc.unesco.org/en/list/405,405,https://whc.unesco.org/en/list/405/gallery,https://whc.unesco.org/uploads/thumbs/site_0405_0001-1200-630-20150608104702.jpg
Rangiri Dambulla Cave Temple,cultural,https://whc.unesco.org/en/list/561,561,https://whc.unesco.org/en/list/561/gallery,https://whc.unesco.org/uploads/thumbs/site_0561_0001-1200-630-20151105161136.jpg
Central Highlands of Sri Lanka,natural,https://whc.unesco.org/en/list/1203,1203,https://whc.unesco.org/en/list/1203/gallery,https://whc.unesco.org/uploads/thumbs/site_1203_0018-1200-630-20231019092438.jpg
"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",cultural,https://whc.unesco.org/en/list/1433,1433,https://whc.unesco.org/en/list/1433/gallery,https://whc.unesco.org/uploads/thumbs/site_1433_0020-1200-630-20241106120726.jpg
"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",cultural_danger,https://whc.unesco.org/en/list/1492,1492,https://whc.unesco.org/en/list/1492/gallery,https://whc.unesco.org/uploads/thumbs/site_1492_0004-1200-630-20140923114655.jpg
Hebron/Al-Khalil Old Town,cultural_danger,https://whc.unesco.org/en/list/1565,1565,https://whc.unesco.org/en/list/1565/gallery,https://whc.unesco.org/uploads/thumbs/site_1565_0028-1200-630-20170706122040.jpg
Ancient Jericho/Tell es-Sultan,cultural,https://whc.unesco.org/en/list/1687,1687,https://whc.unesco.org/en/list/1687/gallery,https://whc.unesco.org/uploads/thumbs/site_1687_0007-1200-630-20230901104453.jpg
Saint Hilarion Monastery/ Tell Umm Amer,cultural_danger,https://whc.unesco.org/en/list/1749,1749,https://whc.unesco.org/en/list/1749/gallery,https://whc.unesco.org/uploads/thumbs/site_1749_0001-1200-630-20240704181148.jpg
Gebel Barkal and the Sites of the Napatan Region,cultural,https://whc.unesco.org/en/list/1073,1073,https://whc.unesco.org/en/list/1073/gallery,https://whc.unesco.org/uploads/thumbs/site_1073_0011-1200-630-20151104125110.jpg
Archaeological Sites of the Island of Meroe,cultural,https://whc.unesco.org/en/list/1336,1336,https://whc.unesco.org/en/list/1336/gallery,https://whc.unesco.org/uploads/thumbs/site_1336_0004-1200-630-20221125095708.jpg
Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,natural,https://whc.unesco.org/en/list/262,262,https://whc.unesco.org/en/list/262/gallery,https://whc.unesco.org/uploads/thumbs/site_0262_0004-1200-630-20221220153310.jpg
Central Suriname Nature Reserve,natural,https://whc.unesco.org/en/list/1017,1017,https://whc.unesco.org/en/list/1017/gallery,https://whc.unesco.org/uploads/thumbs/site_1017_0001-1200-630-20090923174852.jpg
Historic Inner City of Paramaribo,cultural,https://whc.unesco.org/en/list/940,940,https://whc.unesco.org/en/list/940/gallery,https://whc.unesco.org/uploads/thumbs/site_0940_0001-1200-630-20151105154150.jpg
Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,cultural,https://whc.unesco.org/en/list/1680,1680,https://whc.unesco.org/en/list/1680/gallery,https://whc.unesco.org/uploads/thumbs/site_1680_0005-1200-630-20231020094441.jpg
Royal Domain of Drottningholm,cultural,https://whc.unesco.org/en/list/559,559,https://whc.unesco.org/en/list/559/gallery,https://whc.unesco.org/uploads/thumbs/site_0559_0001-1200-630-20090928184059.jpg
Birka and Hovgården,cultural,https://whc.unesco.org/en/list/555,555,https://whc.unesco.org/en/list/555/gallery,https://whc.unesco.org/uploads/thumbs/site_0555_0001-1200-630-20151105161200.jpg
Engelsberg Ironworks,cultural,https://whc.unesco.org/en/list/556,556,https://whc.unesco.org/en/list/556/gallery,https://whc.unesco.org/uploads/thumbs/site_0556_0001-1200-630-20090928173543.jpg
Rock Carvings in Tanum,cultural,https://whc.unesco.org/en/list/557,557,https://whc.unesco.org/en/list/557/gallery,https://whc.unesco.org/uploads/thumbs/site_0557_0001-1200-630-20090928184611.jpg
Skogskyrkogården,cultural,https://whc.unesco.org/en/list/558,558,https://whc.unesco.org/en/list/558/gallery,https://whc.unesco.org/uploads/thumbs/site_0558_0012-1200-630-20170712153557.jpg
Hanseatic Town of Visby,cultural,https://whc.unesco.org/en/list/731,731,https://whc.unesco.org/en/list/731/gallery,https://whc.unesco.org/uploads/thumbs/site_0731_0001-1200-630-20151105161947.jpg
"Church Town of Gammelstad, Luleå",cultural,https://whc.unesco.org/en/list/762,762,https://whc.unesco.org/en/list/762/gallery,https://whc.unesco.org/uploads/thumbs/site_0762_0001-1200-630-20090930165227.jpg
Laponian Area,mixed,https://whc.unesco.org/en/list/774,774,https://whc.unesco.org/en/list/774/gallery,https://whc.unesco.org/uploads/thumbs/site_0774_0002-1200-630-20151105163253.jpg
Naval Port of Karlskrona,cultural,https://whc.unesco.org/en/list/871,871,https://whc.unesco.org/en/list/871/gallery,https://whc.unesco.org/uploads/thumbs/site_0871_0002-1200-630-20140617110529.jpg
Agricultural Landscape of Southern Öland,cultural,https://whc.unesco.org/en/list/968,968,https://whc.unesco.org/en/list/968/gallery,https://whc.unesco.org/uploads/thumbs/site_0968_0001-1200-630-20090923170401.jpg
High Coast / Kvarken Archipelago,natural,https://whc.unesco.org/en/list/898,898,https://whc.unesco.org/en/list/898/gallery,https://whc.unesco.org/uploads/thumbs/site_0898_0001-1200-630-20110920203436.jpg
Mining Area of the Great Copper Mountain in Falun,cultural,https://whc.unesco.org/en/list/1027,1027,https://whc.unesco.org/en/list/1027/gallery,https://whc.unesco.org/uploads/thumbs/site_1027_0001-1200-630-20090923170920.jpg
"Grimeton Radio Station, Varberg",cultural,https://whc.unesco.org/en/list/1134,1134,https://whc.unesco.org/en/list/1134/gallery,https://whc.unesco.org/uploads/thumbs/site_1134_0001-1200-630-20090923171510.jpg
Struve Geodetic Arc,cultural,https://whc.unesco.org/en/list/1187,1187,https://whc.unesco.org/en/list/1187/gallery,https://whc.unesco.org/uploads/thumbs/site_1187_0001-1200-630-20151104154840.jpg
Decorated Farmhouses of Hälsingland,cultural,https://whc.unesco.org/en/list/1282,1282,https://whc.unesco.org/en/list/1282/gallery,https://whc.unesco.org/uploads/thumbs/site_1282_0003-1200-630-20130819153559.jpg
Abbey of St Gall,cultural,https://whc.unesco.org/en/list/268,268,https://whc.unesco.org/en/list/268/gallery,https://whc.unesco.org/uploads/thumbs/site_0268_0007-1200-630-20171130111806.jpg
Benedictine Convent of St John at Müstair,cultural,https://whc.unesco.org/en/list/269,269,https://whc.unesco.org/en/list/269/gallery,https://whc.unesco.org/uploads/thumbs/site_0269_0019-1200-630-20241223125922.jpg
Old City of Berne,cultural,https://whc.unesco.org/en/list/267,267,https://whc.unesco.org/en/list/267/gallery,https://whc.unesco.org/uploads/thumbs/site_0267_0010-1200-630-20250903102201.jpg
"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",cultural,https://whc.unesco.org/en/list/884,884,https://whc.unesco.org/en/list/884/gallery,https://whc.unesco.org/uploads/thumbs/site_0884_0017-1200-630-20230130151236.jpg
Swiss Alps Jungfrau-Aletsch,natural,https://whc.unesco.org/en/list/1037,1037,https://whc.unesco.org/en/list/1037/gallery,https://whc.unesco.org/uploads/thumbs/site_1037_0001-1200-630-20151105155849.jpg
Monte San Giorgio,natural,https://whc.unesco.org/en/list/1090,1090,https://whc.unesco.org/en/list/1090/gallery,https://whc.unesco.org/uploads/thumbs/site_1090_0001-1200-630-20100802181405.jpg
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,natural,https://whc.unesco.org/en/list/1133,1133,https://whc.unesco.org/en/list/1133/gallery,https://whc.unesco.org/uploads/thumbs/site_1133_0076-1200-630-20251103122935.jpg
"Lavaux, Vineyard Terraces",cultural,https://whc.unesco.org/en/list/1243,1243,https://whc.unesco.org/en/list/1243/gallery,https://whc.unesco.org/uploads/thumbs/site_1243_0001-1200-630-20151104113055.jpg
Rhaetian Railway in the Albula / Bernina Landscapes,cultural,https://whc.unesco.org/en/list/1276,1276,https://whc.unesco.org/en/list/1276/gallery,https://whc.unesco.org/uploads/thumbs/site_1276_0003-1200-630-20231020100813.jpg
Swiss Tectonic Arena Sardona,natural,https://whc.unesco.org/en/list/1179,1179,https://whc.unesco.org/en/list/1179/gallery,https://whc.unesco.org/uploads/thumbs/site_1179_0002-1200-630-20231212160339.jpg
"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",cultural,https://whc.unesco.org/en/list/1302,1302,https://whc.unesco.org/en/list/1302/gallery,https://whc.unesco.org/uploads/thumbs/site_1302_0009-1200-630-20230116171456.jpg
Prehistoric Pile Dwellings around the Alps,cultural,https://whc.unesco.org/en/list/1363,1363,https://whc.unesco.org/en/list/1363/gallery,https://whc.unesco.org/uploads/thumbs/site_1363_0001-1200-630-20260121175321.jpg
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",cultural,https://whc.unesco.org/en/list/1321,1321,https://whc.unesco.org/en/list/1321/gallery,https://whc.unesco.org/uploads/thumbs/site_1321_0036-1200-630-20221003172203.jpg
Ancient City of Damascus,cultural_danger,https://whc.unesco.org/en/list/20,20,https://whc.unesco.org/en/list/20/gallery,https://whc.unesco.org/uploads/thumbs/site_0020_0001-1200-630-20121026111508.jpg
Ancient City of Bosra,cultural_danger,https://whc.unesco.org/en/list/22,22,https://whc.unesco.org/en/list/22/gallery,https://whc.unesco.org/uploads/thumbs/site_0022_0001-1200-630-20151104162109.jpg
Site of Palmyra,cultural_danger,https://whc.unesco.org/en/list/23,23,https://whc.unesco.org/en/list/23/gallery,https://whc.unesco.org/uploads/thumbs/site_0023_0058-1200-630-20151104161901.jpg
Ancient City of Aleppo,cultural_danger,https://whc.unesco.org/en/list/21,21,https://whc.unesco.org/en/list/21/gallery,https://whc.unesco.org/uploads/thumbs/site_0021_0042-1200-630-20151104162414.jpg
Crac des Chevaliers and Qal’at Salah El-Din,cultural_danger,https://whc.unesco.org/en/list/1229,1229,https://whc.unesco.org/en/list/1229/gallery,https://whc.unesco.org/uploads/thumbs/site_1229_0032-1200-630-20151104161908.jpg
Ancient Villages of Northern Syria,cultural_danger,https://whc.unesco.org/en/list/1348,1348,https://whc.unesco.org/en/list/1348/gallery,https://whc.unesco.org/uploads/thumbs/site_1348_0007-1200-630-20230221171113.jpg
Proto-urban Site of Sarazm,cultural,https://whc.unesco.org/en/list/1141,1141,https://whc.unesco.org/en/list/1141/gallery,https://whc.unesco.org/uploads/thumbs/site_1141_0004-1200-630-20230113123702.jpg
Tajik National Park (Mountains of the Pamirs),natural,https://whc.unesco.org/en/list/1252,1252,https://whc.unesco.org/en/list/1252/gallery,https://whc.unesco.org/uploads/thumbs/site_1252_0015-1200-630-20230117112057.jpg
Silk Roads: Zarafshan-Karakum Corridor,cultural,https://whc.unesco.org/en/list/1675,1675,https://whc.unesco.org/en/list/1675/gallery,https://whc.unesco.org/uploads/thumbs/site_1675_0016-1200-630-20250507162548.jpg
Tugay forests of the Tigrovaya Balka Nature Reserve,natural,https://whc.unesco.org/en/list/1685,1685,https://whc.unesco.org/en/list/1685/gallery,https://whc.unesco.org/uploads/thumbs/site_1685_0013-1200-630-20231018171158.jpg
Cultural Heritage Sites of Ancient Khuttal,cultural,https://whc.unesco.org/en/list/1627,1627,https://whc.unesco.org/en/list/1627/gallery,https://whc.unesco.org/uploads/thumbs/site_1627_0001-1200-630-20250617144200.jpg
Historic City of Ayutthaya,cultural,https://whc.unesco.org/en/list/576,576,https://whc.unesco.org/en/list/576/gallery,https://whc.unesco.org/uploads/thumbs/site_0576_0016-1200-630-20151105155931.jpg
Historic Town of Sukhothai and Associated Historic Towns,cultural,https://whc.unesco.org/en/list/574,574,https://whc.unesco.org/en/list/574/gallery,https://whc.unesco.org/uploads/thumbs/site_0574_0001-1200-630-20090921172320.jpg
Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,natural,https://whc.unesco.org/en/list/591,591,https://whc.unesco.org/en/list/591/gallery,https://whc.unesco.org/uploads/thumbs/site_0591_0006-1200-630-20170712153421.jpg
Ban Chiang Archaeological Site,cultural,https://whc.unesco.org/en/list/575,575,https://whc.unesco.org/en/list/575/gallery,https://whc.unesco.org/uploads/thumbs/site_0575_0001-1200-630-20090923175410.jpg
Dong Phayayen-Khao Yai Forest Complex,natural,https://whc.unesco.org/en/list/590,590,https://whc.unesco.org/en/list/590/gallery,https://whc.unesco.org/uploads/thumbs/site_0590_0005-1200-630-20221205163658.jpg
Kaeng Krachan Forest Complex,natural,https://whc.unesco.org/en/list/1461,1461,https://whc.unesco.org/en/list/1461/gallery,https://whc.unesco.org/uploads/thumbs/site_1461_0006-1200-630-20221006120120.jpg
The Ancient Town of Si Thep and its Associated Dvaravati Monuments,cultural,https://whc.unesco.org/en/list/1662,1662,https://whc.unesco.org/en/list/1662/gallery,https://whc.unesco.org/uploads/thumbs/site_1662_0010-1200-630-20230627132644.jpg
"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",cultural,https://whc.unesco.org/en/list/1507,1507,https://whc.unesco.org/en/list/1507/gallery,https://whc.unesco.org/uploads/thumbs/site_1507_0001-1200-630-20240531151656.jpg
"Koutammakou, the Land of the Batammariba",cultural,https://whc.unesco.org/en/list/1140,1140,https://whc.unesco.org/en/list/1140/gallery,https://whc.unesco.org/uploads/thumbs/site_1140_0020-1200-630-20221103164443.jpg
Amphitheatre of El Jem,cultural,https://whc.unesco.org/en/list/38,38,https://whc.unesco.org/en/list/38/gallery,https://whc.unesco.org/uploads/thumbs/site_0038_0001-1200-630-20151105154231.jpg
Archaeological Site of Carthage,cultural,https://whc.unesco.org/en/list/37,37,https://whc.unesco.org/en/list/37/gallery,https://whc.unesco.org/uploads/thumbs/site_0037_0001-1200-630-20151105154317.jpg
Medina of Tunis,cultural,https://whc.unesco.org/en/list/36,36,https://whc.unesco.org/en/list/36/gallery,https://whc.unesco.org/uploads/thumbs/site_0036_0001-1200-630-20150507154927.jpg
Ichkeul National Park,natural,https://whc.unesco.org/en/list/8,8,https://whc.unesco.org/en/list/8/gallery,https://whc.unesco.org/uploads/thumbs/site_0008_0001-1200-630-20160808152501.jpg
