name,link,site_type
Bale Mountains National Park,https://whc.unesco.org/en/list/111,natural
The Gedeo Cultural Landscape,https://whc.unesco.org/en/list/1641,cultural
Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,https://whc.unesco.org/en/list/13,cultural
Levuka Historical Port Town,https://whc.unesco.org/en/list/1399,cultural
Fortress of Suomenlinna,https://whc.unesco.org/en/list/583,cultural
Old Rauma,https://whc.unesco.org/en/list/582,cultural
Petäjävesi Old Church,https://whc.unesco.org/en/list/584,cultural
Verla Groundwood and Board Mill,https://whc.unesco.org/en/list/751,cultural
Bronze Age Burial Site of Sammallahdenmäki,https://whc.unesco.org/en/list/579,cultural
High Coast / Kvarken Archipelago,https://whc.unesco.org/en/list/898,natural
Struve Geodetic Arc,https://whc.unesco.org/en/list/1187,cultural
Chartres Cathedral,https://whc.unesco.org/en/list/81,cultural
Mont-Saint-Michel and its Bay,https://whc.unesco.org/en/list/80,cultural
Palace and Park of Versailles,https://whc.unesco.org/en/list/83,cultural
Prehistoric Sites and Decorated Caves of the Vézère Valley,https://whc.unesco.org/en/list/85,cultural
"Vézelay, Church and Hill",https://whc.unesco.org/en/list/84,cultural
Amiens Cathedral,https://whc.unesco.org/en/list/162,cultural
"Arles, Roman and Romanesque Monuments",https://whc.unesco.org/en/list/164,cultural
Cistercian Abbey of Fontenay,https://whc.unesco.org/en/list/165,cultural
Palace and Park of Fontainebleau,https://whc.unesco.org/en/list/160,cultural
"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",https://whc.unesco.org/en/list/163,cultural
"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",https://whc.unesco.org/en/list/203,cultural
Abbey Church of Saint-Savin sur Gartempe,https://whc.unesco.org/en/list/230,cultural
"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",https://whc.unesco.org/en/list/258,natural
"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",https://whc.unesco.org/en/list/229,cultural
Pont du Gard (Roman Aqueduct),https://whc.unesco.org/en/list/344,cultural
"Strasbourg, Grande-Île andNeustadt",https://whc.unesco.org/en/list/495,cultural
"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",https://whc.unesco.org/en/list/601,cultural
"Paris, Banks of the Seine",https://whc.unesco.org/en/list/600,cultural
Bourges Cathedral,https://whc.unesco.org/en/list/635,cultural
"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",https://whc.unesco.org/en/list/228,cultural
Canal du Midi,https://whc.unesco.org/en/list/770,cultural
Historic Fortified City of Carcassonne,https://whc.unesco.org/en/list/345,cultural
Pyrénées - Mont Perdu,https://whc.unesco.org/en/list/773,mixed
Historic Site of Lyon,https://whc.unesco.org/en/list/872,cultural
Routes of Santiago de Compostela in France,https://whc.unesco.org/en/list/868,cultural
Belfries of Belgium and France,https://whc.unesco.org/en/list/943,cultural
Jurisdiction of Saint-Emilion,https://whc.unesco.org/en/list/932,cultural
The Loire Valley between Sully-sur-Loire and Chalonnes,https://whc.unesco.org/en/list/933,cultural
"Provins, Town of Medieval Fairs",https://whc.unesco.org/en/list/873,cultural
"Le Havre, the City Rebuilt by Auguste Perret",https://whc.unesco.org/en/list/1181,cultural
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,https://whc.unesco.org/en/list/1133,natural
"Bordeaux, Port of the Moon",https://whc.unesco.org/en/list/1256,cultural
Fortifications of Vauban,https://whc.unesco.org/en/list/1283,cultural
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,https://whc.unesco.org/en/list/1115,natural
Episcopal City of Albi,https://whc.unesco.org/en/list/1337,cultural
"Pitons, cirques and remparts of Reunion Island",https://whc.unesco.org/en/list/1317,natural
Prehistoric Pile Dwellings around the Alps,https://whc.unesco.org/en/list/1363,cultural
"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",https://whc.unesco.org/en/list/1153,cultural
Nord-Pas de Calais Mining Basin,https://whc.unesco.org/en/list/1360,cultural
"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",https://whc.unesco.org/en/list/1426,cultural
"Champagne Hillsides, Houses and Cellars",https://whc.unesco.org/en/list/1465,cultural
"The Climats, terroirs of Burgundy",https://whc.unesco.org/en/list/1425,cultural
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",https://whc.unesco.org/en/list/1321,cultural
Taputapuātea,https://whc.unesco.org/en/list/1529,cultural
Chaîne des Puys - Limagne fault tectonic arena,https://whc.unesco.org/en/list/1434,natural
French Austral Lands and Seas,https://whc.unesco.org/en/list/1603,natural
Cordouan Lighthouse,https://whc.unesco.org/en/list/1625,cultural
"Nice, Winter Resort Town of the Riviera",https://whc.unesco.org/en/list/1635,cultural
The Great Spa Towns of Europe,https://whc.unesco.org/en/list/1613,cultural
Funerary and memory sites of the First World War (Western Front),https://whc.unesco.org/en/list/1567,cultural
The Maison Carrée of Nîmes,https://whc.unesco.org/en/list/1569,cultural
Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,https://whc.unesco.org/en/list/1657,natural
Te Henua Enata – The Marquesas Islands,https://whc.unesco.org/en/list/1707,mixed
Megaliths of Carnac and of the shores of Morbihan,https://whc.unesco.org/en/list/1725,cultural
Ecosystem and Relict Cultural Landscape of Lopé-Okanda,https://whc.unesco.org/en/list/1147,mixed
Ivindo National Park,https://whc.unesco.org/en/list/1653,natural
Kunta Kinteh Island and Related Sites,https://whc.unesco.org/en/list/761,cultural
Stone Circles of Senegambia,https://whc.unesco.org/en/list/1226,cultural
Gelati Monastery,https://whc.unesco.org/en/list/710,cultural
Historical Monuments of Mtskheta,https://whc.unesco.org/en/list/708,cultural
Upper Svaneti,https://whc.unesco.org/en/list/709,cultural
Colchic Rainforests and Wetlands,https://whc.unesco.org/en/list/1616,natural
Aachen Cathedral,https://whc.unesco.org/en/list/3,cultural
Speyer Cathedral,https://whc.unesco.org/en/list/168,cultural
Würzburg Residence with the Court Gardens and Residence Square,https://whc.unesco.org/en/list/169,cultural
Pilgrimage Church of Wies,https://whc.unesco.org/en/list/271,cultural
Castles of Augustusburg and Falkenlust at Brühl,https://whc.unesco.org/en/list/288,cultural
St Mary's Cathedral and St Michael's Church at Hildesheim,https://whc.unesco.org/en/list/187,cultural
"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",https://whc.unesco.org/en/list/367,cultural
Frontiers of the Roman Empire,https://whc.unesco.org/en/list/430,cultural
Hanseatic City of Lübeck,https://whc.unesco.org/en/list/272,cultural
Palaces and Parks of Potsdam and Berlin,https://whc.unesco.org/en/list/532,cultural
Abbey and Altenmünster of Lorsch,https://whc.unesco.org/en/list/515,cultural
"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System",https://whc.unesco.org/en/list/623,cultural
Maulbronn Monastery Complex,https://whc.unesco.org/en/list/546,cultural
Town of Bamberg,https://whc.unesco.org/en/list/624,cultural
"Collegiate Church, Castle and Old Town of Quedlinburg",https://whc.unesco.org/en/list/535,cultural
Völklingen Ironworks,https://whc.unesco.org/en/list/687,cultural
Messel Pit Fossil Site,https://whc.unesco.org/en/list/720,natural
"Bauhaus and its Sites in Weimar, Dessau and Bernau",https://whc.unesco.org/en/list/729,cultural
Cologne Cathedral,https://whc.unesco.org/en/list/292,cultural
Luther Memorials in Eisleben and Wittenberg,https://whc.unesco.org/en/list/783,cultural
Classical Weimar,https://whc.unesco.org/en/list/846,cultural
"Museumsinsel (Museum Island), Berlin",https://whc.unesco.org/en/list/896,cultural
Wartburg Castle,https://whc.unesco.org/en/list/897,cultural
Garden Kingdom of Dessau-Wörlitz,https://whc.unesco.org/en/list/534,cultural
Monastic Island of Reichenau,https://whc.unesco.org/en/list/974,cultural
Zollverein Coal Mine Industrial Complex in Essen,https://whc.unesco.org/en/list/975,cultural
Historic Centres of Stralsund and Wismar,https://whc.unesco.org/en/list/1067,cultural
Upper Middle Rhine Valley,https://whc.unesco.org/en/list/1066,cultural
Dresden Elbe Valley,https://whc.unesco.org/en/list/1156,cultural
Muskauer Park / Park Mużakowski,https://whc.unesco.org/en/list/1127,cultural
Town Hall and Roland on the Marketplace of Bremen,https://whc.unesco.org/en/list/1087,cultural
Old town of Regensburg with Stadtamhof,https://whc.unesco.org/en/list/1155,cultural
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,https://whc.unesco.org/en/list/1133,natural
Berlin Modernism Housing Estates,https://whc.unesco.org/en/list/1239,cultural
Wadden Sea,https://whc.unesco.org/en/list/1314,natural
Fagus Factory in Alfeld,https://whc.unesco.org/en/list/1368,cultural
Prehistoric Pile Dwellings around the Alps,https://whc.unesco.org/en/list/1363,cultural
Margravial Opera House Bayreuth,https://whc.unesco.org/en/list/1379,cultural
Bergpark Wilhelmshöhe,https://whc.unesco.org/en/list/1413,cultural
Carolingian Westwork and Civitas Corvey,https://whc.unesco.org/en/list/1447,cultural
Moravian Church Settlements,https://whc.unesco.org/en/list/1468,cultural
Speicherstadt and Kontorhaus District with Chilehaus,https://whc.unesco.org/en/list/1467,cultural
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",https://whc.unesco.org/en/list/1321,cultural
Caves and Ice Age Art in the Swabian Jura,https://whc.unesco.org/en/list/1527,cultural
Archaeological Border complex of Hedeby and the Danevirke,https://whc.unesco.org/en/list/1553,cultural
Naumburg Cathedral,https://whc.unesco.org/en/list/1470,cultural
Erzgebirge/Krušnohoří Mining Region,https://whc.unesco.org/en/list/1478,cultural
Water Management System of Augsburg,https://whc.unesco.org/en/list/1580,cultural
Frontiers of the Roman Empire – The Danube Limes (Western Segment),https://whc.unesco.org/en/list/1608,cultural
Frontiers of the Roman Empire – The Lower German Limes,https://whc.unesco.org/en/list/1631,cultural
Mathildenhöhe Darmstadt,https://whc.unesco.org/en/list/1614,cultural
"ShUM Sites of Speyer, Worms and Mainz",https://whc.unesco.org/en/list/1636,cultural
The Great Spa Towns of Europe,https://whc.unesco.org/en/list/1613,cultural
Jewish-Medieval Heritage of Erfurt,https://whc.unesco.org/en/list/1656,cultural
Schwerin Residence Ensemble,https://whc.unesco.org/en/list/1705,cultural
"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee",https://whc.unesco.org/en/list/1726,cultural
"Forts and Castles, Volta, Greater Accra, Central and Western Regions",https://whc.unesco.org/en/list/34,cultural
Asante Traditional Buildings,https://whc.unesco.org/en/list/35,cultural
Temple of Apollo Epicurius at Bassae,https://whc.unesco.org/en/list/392,cultural
"Acropolis, Athens",https://whc.unesco.org/en/list/404,cultural
Archaeological Site of Delphi,https://whc.unesco.org/en/list/393,cultural
Medieval City of Rhodes,https://whc.unesco.org/en/list/493,cultural
Meteora,https://whc.unesco.org/en/list/455,mixed
Mount Athos,https://whc.unesco.org/en/list/454,mixed
Paleochristian and Byzantine Monuments of Thessalonika,https://whc.unesco.org/en/list/456,cultural
Sanctuary of Asklepios at Epidaurus,https://whc.unesco.org/en/list/491,cultural
Archaeological Site of Mystras,https://whc.unesco.org/en/list/511,cultural
Archaeological Site of Olympia,https://whc.unesco.org/en/list/517,cultural
Delos,https://whc.unesco.org/en/list/530,cultural
"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",https://whc.unesco.org/en/list/537,cultural
Pythagoreion and Heraion of Samos,https://whc.unesco.org/en/list/595,cultural
Archaeological Site of Aigai (modern name Vergina),https://whc.unesco.org/en/list/780,cultural
Archaeological Sites of Mycenae and Tiryns,https://whc.unesco.org/en/list/941,cultural
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,https://whc.unesco.org/en/list/942,cultural
Old Town of Corfu,https://whc.unesco.org/en/list/978,cultural
Archaeological Site of Philippi,https://whc.unesco.org/en/list/1517,cultural
Zagori Cultural Landscape,https://whc.unesco.org/en/list/1695,cultural
Minoan Palatial Centres,https://whc.unesco.org/en/list/1733,cultural
Antigua Guatemala,https://whc.unesco.org/en/list/65,cultural
Tikal National Park,https://whc.unesco.org/en/list/64,mixed
Archaeological Park and Ruins of Quirigua,https://whc.unesco.org/en/list/149,cultural
National Archaeological Park Tak’alik Ab’aj,https://whc.unesco.org/en/list/1663,cultural
Mount Nimba Strict Nature Reserve,https://whc.unesco.org/en/list/155,natural_danger
Coastal and Marine Ecosystems of the Bijagós Archipelago – Omatí Minhô,https://whc.unesco.org/en/list/1431,natural
"National History Park – Citadel, Sans Souci, Ramiers",https://whc.unesco.org/en/list/180,cultural
"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura",https://whc.unesco.org/en/list/91,cultural
Vatican City,https://whc.unesco.org/en/list/286,cultural
Maya Site of Copan,https://whc.unesco.org/en/list/129,cultural
Río Plátano Biosphere Reserve,https://whc.unesco.org/en/list/196,natural_danger
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",https://whc.unesco.org/en/list/400,cultural
Old Village of Hollókő and its Surroundings,https://whc.unesco.org/en/list/401,cultural
Caves of Aggtelek Karst and Slovak Karst,https://whc.unesco.org/en/list/725,natural
Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,https://whc.unesco.org/en/list/758,cultural
Hortobágy National Park - thePuszta,https://whc.unesco.org/en/list/474,cultural
Early Christian Necropolis of Pécs (Sopianae),https://whc.unesco.org/en/list/853,cultural
Fertö / Neusiedlersee Cultural Landscape,https://whc.unesco.org/en/list/772,cultural
Tokaj Wine Region Historic Cultural Landscape,https://whc.unesco.org/en/list/1063,cultural
Þingvellir National Park,https://whc.unesco.org/en/list/1152,cultural
Surtsey,https://whc.unesco.org/en/list/1267,natural
Vatnajökull National Park - Dynamic Nature of Fire and Ice,https://whc.unesco.org/en/list/1604,natural
Agra Fort,https://whc.unesco.org/en/list/251,cultural
Ajanta Caves,https://whc.unesco.org/en/list/242,cultural
Ellora Caves,https://whc.unesco.org/en/list/243,cultural
Taj Mahal,https://whc.unesco.org/en/list/252,cultural
Group of Monuments at Mahabalipuram,https://whc.unesco.org/en/list/249,cultural
"Sun Temple, Konârak",https://whc.unesco.org/en/list/246,cultural
Kaziranga National Park,https://whc.unesco.org/en/list/337,natural
Keoladeo National Park,https://whc.unesco.org/en/list/340,natural
Manas Wildlife Sanctuary,https://whc.unesco.org/en/list/338,natural
Churches and Convents of Goa,https://whc.unesco.org/en/list/234,cultural
Fatehpur Sikri,https://whc.unesco.org/en/list/255,cultural
Group of Monuments at Hampi,https://whc.unesco.org/en/list/241,cultural
Khajuraho Group of Monuments,https://whc.unesco.org/en/list/240,cultural
Elephanta Caves,https://whc.unesco.org/en/list/244,cultural
Great Living Chola Temples,https://whc.unesco.org/en/list/250,cultural
Group of Monuments at Pattadakal,https://whc.unesco.org/en/list/239,cultural
Sundarbans National Park,https://whc.unesco.org/en/list/452,natural
Nanda Devi and Valley of Flowers National Parks,https://whc.unesco.org/en/list/335,natural
Buddhist Monuments at Sanchi,https://whc.unesco.org/en/list/524,cultural
"Humayun's Tomb, Delhi",https://whc.unesco.org/en/list/232,cultural
"Qutb Minar and its Monuments, Delhi",https://whc.unesco.org/en/list/233,cultural
Mountain Railways of India,https://whc.unesco.org/en/list/944,cultural
Mahabodhi Temple Complex at Bodh Gaya,https://whc.unesco.org/en/list/1056,cultural
Rock Shelters of Bhimbetka,https://whc.unesco.org/en/list/925,cultural
Champaner-Pavagadh Archaeological Park,https://whc.unesco.org/en/list/1101,cultural
Chhatrapati Shivaji Terminus (formerly Victoria Terminus),https://whc.unesco.org/en/list/945,cultural
Red Fort Complex,https://whc.unesco.org/en/list/231,cultural
"The Jantar Mantar, Jaipur",https://whc.unesco.org/en/list/1338,cultural
Western Ghats,https://whc.unesco.org/en/list/1342,natural
Hill Forts of Rajasthan,https://whc.unesco.org/en/list/247,cultural
Great Himalayan National Park Conservation Area,https://whc.unesco.org/en/list/1406,natural
"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",https://whc.unesco.org/en/list/922,cultural
"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",https://whc.unesco.org/en/list/1502,cultural
Khangchendzonga National Park,https://whc.unesco.org/en/list/1513,mixed
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",https://whc.unesco.org/en/list/1321,cultural
Historic City of Ahmadabad,https://whc.unesco.org/en/list/1551,cultural
Victorian Gothic and Art Deco Ensembles of Mumbai,https://whc.unesco.org/en/list/1480,cultural
"Jaipur City, Rajasthan",https://whc.unesco.org/en/list/1605,cultural
Dholavira: a Harappan City,https://whc.unesco.org/en/list/1645,cultural
"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",https://whc.unesco.org/en/list/1570,cultural
Sacred Ensembles of the Hoysalas,https://whc.unesco.org/en/list/1670,cultural
Santiniketan,https://whc.unesco.org/en/list/1375,cultural
Moidams – the Mound-Burial System of the Ahom Dynasty,https://whc.unesco.org/en/list/1711,cultural
Maratha Military Landscapes of India,https://whc.unesco.org/en/list/1739,cultural
Borobudur Temple Compounds,https://whc.unesco.org/en/list/592,cultural
Komodo National Park,https://whc.unesco.org/en/list/609,natural
Prambanan Temple Compounds,https://whc.unesco.org/en/list/642,cultural
Ujung Kulon National Park,https://whc.unesco.org/en/list/608,natural
Sangiran Early Man Site,https://whc.unesco.org/en/list/593,cultural
Lorentz National Park,https://whc.unesco.org/en/list/955,natural
Tropical Rainforest Heritage of Sumatra,https://whc.unesco.org/en/list/1167,natural_danger
Cultural Landscape of Bali Province: theSubakSystem as a Manifestation of theTri Hita KaranaPhilosophy,https://whc.unesco.org/en/list/1194,cultural
Ombilin Coal Mining Heritage of Sawahlunto,https://whc.unesco.org/en/list/1610,cultural
The Cosmological Axis of Yogyakarta and its Historic Landmarks,https://whc.unesco.org/en/list/1671,cultural
"Meidan Emam, Esfahan",https://whc.unesco.org/en/list/115,cultural
Persepolis,https://whc.unesco.org/en/list/114,cultural
Tchogha Zanbil,https://whc.unesco.org/en/list/113,cultural
Takht-e Soleyman,https://whc.unesco.org/en/list/1077,cultural
Bam and its Cultural Landscape,https://whc.unesco.org/en/list/1208,cultural
Pasargadae,https://whc.unesco.org/en/list/1106,cultural
Soltaniyeh,https://whc.unesco.org/en/list/1188,cultural
Bisotun,https://whc.unesco.org/en/list/1222,cultural
Armenian Monastic Ensembles of Iran,https://whc.unesco.org/en/list/1262,cultural
Shushtar Historical Hydraulic System,https://whc.unesco.org/en/list/1315,cultural
Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,https://whc.unesco.org/en/list/1345,cultural
Tabriz Historic Bazaar Complex,https://whc.unesco.org/en/list/1346,cultural
The Persian Garden,https://whc.unesco.org/en/list/1372,cultural
Gonbad-e Qābus,https://whc.unesco.org/en/list/1398,cultural
Masjed-e Jāmé of Isfahan,https://whc.unesco.org/en/list/1397,cultural
Golestan Palace,https://whc.unesco.org/en/list/1422,cultural
Shahr-i Sokhta,https://whc.unesco.org/en/list/1456,cultural
Cultural Landscape of Maymand,https://whc.unesco.org/en/list/1423,cultural
Susa,https://whc.unesco.org/en/list/1455,cultural
Lut Desert,https://whc.unesco.org/en/list/1505,natural
The Persian Qanat,https://whc.unesco.org/en/list/1506,cultural
Historic City of Yazd,https://whc.unesco.org/en/list/1544,cultural
Sassanid Archaeological Landscape of Fars Region,https://whc.unesco.org/en/list/1568,cultural
Hyrcanian Forests,https://whc.unesco.org/en/list/1584,natural
Cultural Landscape of Hawraman/Uramanat,https://whc.unesco.org/en/list/1647,cultural
Trans-Iranian Railway,https://whc.unesco.org/en/list/1585,cultural
The Persian Caravanserai,https://whc.unesco.org/en/list/1668,cultural
Hegmataneh,https://whc.unesco.org/en/list/1716,cultural
Prehistoric Sites of the Khorramabad Valley,https://whc.unesco.org/en/list/1744,cultural
Hatra,https://whc.unesco.org/en/list/277,cultural_danger
Ashur (Qal'at Sherqat),https://whc.unesco.org/en/list/1130,cultural_danger
Samarra Archaeological City,https://whc.unesco.org/en/list/276,cultural_danger
Erbil Citadel,https://whc.unesco.org/en/list/1437,cultural
The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,https://whc.unesco.org/en/list/1481,mixed
Babylon,https://whc.unesco.org/en/list/278,cultural
Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,https://whc.unesco.org/en/list/659,cultural
Sceilg Mhichíl,https://whc.unesco.org/en/list/757,cultural
Masada,https://whc.unesco.org/en/list/1040,cultural
Old City of Acre,https://whc.unesco.org/en/list/1042,cultural
White City of Tel-Aviv – the Modern Movement,https://whc.unesco.org/en/list/1096,cultural
"Biblical Tels - Megiddo, Hazor, Beer Sheba",https://whc.unesco.org/en/list/1108,cultural
Incense Route - Desert Cities in the Negev,https://whc.unesco.org/en/list/1107,cultural
Bahá’i Holy Places in Haifa and the Western Galilee,https://whc.unesco.org/en/list/1220,cultural
Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,https://whc.unesco.org/en/list/1393,cultural
Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,https://whc.unesco.org/en/list/1370,cultural
Necropolis of Bet She’arim: A Landmark of Jewish Renewal,https://whc.unesco.org/en/list/1471,cultural
Rock Drawings in Valcamonica,https://whc.unesco.org/en/list/94,cultural
Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,https://whc.unesco.org/en/list/93,cultural
"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura",https://whc.unesco.org/en/list/91,cultural
Historic Centre of Florence,https://whc.unesco.org/en/list/174,cultural
"Piazza del Duomo, Pisa",https://whc.unesco.org/en/list/395,cultural
Venice and its Lagoon,https://whc.unesco.org/en/list/394,cultural
Historic Centre of San Gimignano,https://whc.unesco.org/en/list/550,cultural
The Sassi and the Park of the Rupestrian Churches of Matera,https://whc.unesco.org/en/list/670,cultural
City of Vicenza and the Palladian Villas of the Veneto,https://whc.unesco.org/en/list/712,cultural
Crespi d'Adda,https://whc.unesco.org/en/list/730,cultural
"Ferrara, City of the Renaissance, and its Po Delta",https://whc.unesco.org/en/list/733,cultural
Historic Centre of Naples,https://whc.unesco.org/en/list/726,cultural
Historic Centre of Siena,https://whc.unesco.org/en/list/717,cultural
Castel del Monte,https://whc.unesco.org/en/list/398,cultural
Early Christian Monuments of Ravenna,https://whc.unesco.org/en/list/788,cultural
Historic Centre of the City of Pienza,https://whc.unesco.org/en/list/789,cultural
TheTrulliof Alberobello,https://whc.unesco.org/en/list/787,cultural
"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",https://whc.unesco.org/en/list/549,cultural
Archaeological Area of Agrigento,https://whc.unesco.org/en/list/831,cultural
"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",https://whc.unesco.org/en/list/829,cultural
"Botanical Garden (Orto Botanico), Padua",https://whc.unesco.org/en/list/824,cultural
"Cathedral, Torre Civica and Piazza Grande, Modena",https://whc.unesco.org/en/list/827,cultural
Costiera Amalfitana,https://whc.unesco.org/en/list/830,cultural
"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",https://whc.unesco.org/en/list/826,cultural
Residences of the Royal House of Savoy,https://whc.unesco.org/en/list/823,cultural
Su Nuraxi di Barumini,https://whc.unesco.org/en/list/833,cultural
Villa Romana del Casale,https://whc.unesco.org/en/list/832,cultural
Archaeological Area and the Patriarchal Basilica of Aquileia,https://whc.unesco.org/en/list/825,cultural
"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",https://whc.unesco.org/en/list/842,cultural
Historic Centre of Urbino,https://whc.unesco.org/en/list/828,cultural
Villa Adriana (Tivoli),https://whc.unesco.org/en/list/907,cultural
"Assisi, the Basilica of San Francesco and Other Franciscan Sites",https://whc.unesco.org/en/list/990,cultural
City of Verona,https://whc.unesco.org/en/list/797,cultural
Isole Eolie (Aeolian Islands),https://whc.unesco.org/en/list/908,natural
"Villa d'Este, Tivoli",https://whc.unesco.org/en/list/1025,cultural
Late Baroque Towns of the Val di Noto (South-Eastern Sicily),https://whc.unesco.org/en/list/1024,cultural
Sacri Montiof Piedmont and Lombardy,https://whc.unesco.org/en/list/1068,cultural
Monte San Giorgio,https://whc.unesco.org/en/list/1090,natural
Etruscan Necropolises of Cerveteri and Tarquinia,https://whc.unesco.org/en/list/1158,cultural
Val d'Orcia,https://whc.unesco.org/en/list/1026,cultural
Syracuse and the Rocky Necropolis of Pantalica,https://whc.unesco.org/en/list/1200,cultural
Genoa:Le Strade Nuoveand the system of thePalazzi dei Rolli,https://whc.unesco.org/en/list/1211,cultural
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,https://whc.unesco.org/en/list/1133,natural
Mantua and Sabbioneta,https://whc.unesco.org/en/list/1287,cultural
Rhaetian Railway in the Albula / Bernina Landscapes,https://whc.unesco.org/en/list/1276,cultural
The Dolomites,https://whc.unesco.org/en/list/1237,natural
Longobards in Italy. Places of the Power (568-774 A.D.),https://whc.unesco.org/en/list/1318,cultural
Prehistoric Pile Dwellings around the Alps,https://whc.unesco.org/en/list/1363,cultural
Medici Villas and Gardens in Tuscany,https://whc.unesco.org/en/list/175,cultural
Mount Etna,https://whc.unesco.org/en/list/1427,natural
Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,https://whc.unesco.org/en/list/1390,cultural
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,https://whc.unesco.org/en/list/1487,cultural
Venetian Works of Defence between the 16th and 17th Centuries:Stato da Terra– WesternStato da Mar,https://whc.unesco.org/en/list/1533,cultural
"Ivrea, industrial city of the 20th century",https://whc.unesco.org/en/list/1538,cultural
Le Colline del Prosecco di Conegliano e Valdobbiadene,https://whc.unesco.org/en/list/1571,cultural
Padua’s fourteenth-century fresco cycles,https://whc.unesco.org/en/list/1623,cultural
The Great Spa Towns of Europe,https://whc.unesco.org/en/list/1613,cultural
The Porticoes of Bologna,https://whc.unesco.org/en/list/1650,cultural
Evaporitic Karst and Caves of Northern Apennines,https://whc.unesco.org/en/list/1692,natural
Via Appia.Regina Viarum,https://whc.unesco.org/en/list/1708,cultural
Funerary Tradition in the Prehistory of Sardinia –The domus de janas,https://whc.unesco.org/en/list/1730,cultural
Blue and John Crow Mountains,https://whc.unesco.org/en/list/1356,mixed
The Archaeological Ensemble of 17th Century Port Royal,https://whc.unesco.org/en/list/1595,cultural
Buddhist Monuments in the Horyu-ji Area,https://whc.unesco.org/en/list/660,cultural
Himeji-jo,https://whc.unesco.org/en/list/661,cultural
Shirakami-Sanchi,https://whc.unesco.org/en/list/663,natural
Yakushima,https://whc.unesco.org/en/list/662,natural
"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",https://whc.unesco.org/en/list/688,cultural
Historic Villages of Shirakawa-go and Gokayama,https://whc.unesco.org/en/list/734,cultural
Hiroshima Peace Memorial (Genbaku Dome),https://whc.unesco.org/en/list/775,cultural
Itsukushima Shinto Shrine,https://whc.unesco.org/en/list/776,cultural
Historic Monuments of Ancient Nara,https://whc.unesco.org/en/list/870,cultural
Shrines and Temples of Nikko,https://whc.unesco.org/en/list/913,cultural
Gusuku Sites and Related Properties of the Kingdom of Ryukyu,https://whc.unesco.org/en/list/972,cultural
Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,https://whc.unesco.org/en/list/1142,cultural
Shiretoko,https://whc.unesco.org/en/list/1193,natural
